id,input_tokens,output
7868,C_00 C_08 C_10 C_25,1-5-0
7869,C_03 C_06 C_18 C_19,1-7-2
7870,C_01 C_02 C_05 C_15,0-8-2
7871,C_03 C_18 C_28 C_29,0-7-4
7872,C_01 C_10 C_16 C_29,1-4-0
7873,C_01 C_02 C_13 C_20,0-8-1
7874,C_06 C_08 C_17 C_23,1-8-4
7875,C_11 C_12 C_16 C_20,1-5-0
7876,C_07 C_11 C_17 C_22,1-7-4
7877,C_00 C_15 C_21 C_25,0-8-1
7878,C_00 C_10 C_21 C_23,1-8-2
7879,C_13 C_19 C_21 C_25,0-8-1
7880,C_11 C_18 C_20 C_28,0-7-0
7881,C_03 C_08 C_19 C_29,1-5-0
7882,C_11 C_21 C_24 C_25,1-8-2
7883,C_01 C_14 C_17 C_25,1-9-4
7884,C_12 C_20 C_23 C_26,1-8-0
7885,C_06 C_10 C_13 C_19,1-6-3
7886,C_11 C_21 C_24 C_27,0-8-2
7887,C_09 C_16 C_25 C_27,1-5-3
7888,C_02 C_19 C_24 C_26,0-8-4
7889,C_03 C_12 C_16 C_29,1-4-4
7890,C_04 C_11 C_14 C_25,1-9-3
7891,C_04 C_06 C_10 C_15,1-3-2
7892,C_02 C_03 C_06 C_11,0-8-0
7893,C_02 C_04 C_08 C_25,1-8-1
7894,C_04 C_12 C_23 C_29,1-8-1
7895,C_00 C_02 C_06 C_23,0-8-1
7896,C_05 C_09 C_16 C_19,0-8-0
7897,C_05 C_10 C_16 C_26,1-8-0
7898,C_02 C_14 C_23 C_29,1-9-4
7899,C_01 C_03 C_07 C_22,0-7-0
7900,C_14 C_16 C_23 C_26,1-9-4
7901,C_07 C_23 C_25 C_27,1-8-3
7902,C_06 C_07 C_09 C_11,0-5-3
7903,C_00 C_25 C_26 C_28,0-7-2
7904,C_13 C_24 C_25 C_29,0-6-0
7905,C_08 C_11 C_18 C_29,1-7-2
7906,C_01 C_14 C_19 C_29,0-9-1
7907,C_10 C_11 C_20 C_26,1-5-1
7908,C_00 C_03 C_05 C_16,1-8-3
7909,C_10 C_15 C_17 C_25,0-5-4
7910,C_12 C_19 C_24 C_28,1-7-2
7911,C_04 C_06 C_13 C_19,1-6-1
7912,C_07 C_09 C_10 C_19,1-5-3
7913,C_11 C_14 C_15 C_17,1-9-2
7914,C_07 C_12 C_18 C_19,1-7-3
7915,C_16 C_17 C_22 C_25,0-7-4
7916,C_11 C_21 C_24 C_29,0-8-0
7917,C_08 C_16 C_19 C_27,0-5-2
7918,C_01 C_04 C_18 C_19,1-7-1
7919,C_01 C_18 C_27 C_28,1-7-2
7920,C_01 C_17 C_19 C_24,1-5-2
7921,C_01 C_03 C_12 C_20,0-4-4
7922,C_00 C_06 C_11 C_16,1-5-2
7923,C_01 C_16 C_19 C_27,1-5-1
7924,C_04 C_09 C_13 C_24,1-6-4
7925,C_15 C_19 C_25 C_27,1-5-3
7926,C_03 C_21 C_27 C_28,1-8-0
7927,C_05 C_12 C_23 C_26,1-8-1
7928,C_04 C_05 C_21 C_22,0-8-1
7929,C_00 C_04 C_17 C_18,1-7-3
7930,C_07 C_24 C_25 C_29,1-5-1
7931,C_00 C_14 C_20 C_25,1-9-2
7932,C_07 C_21 C_25 C_27,0-8-3
7933,C_05 C_06 C_23 C_28,1-8-1
7934,C_08 C_14 C_15 C_27,1-9-2
7935,C_06 C_11 C_21 C_28,0-8-2
7936,C_06 C_07 C_18 C_29,0-7-2
7937,C_04 C_07 C_18 C_27,1-7-2
7938,C_04 C_14 C_15 C_27,0-9-1
7939,C_09 C_16 C_23 C_28,0-8-4
7940,C_12 C_15 C_16 C_29,0-4-4
7941,C_09 C_18 C_26 C_27,1-7-3
7942,C_02 C_12 C_13 C_23,0-8-4
7943,C_06 C_09 C_13 C_22,1-7-3
7944,C_03 C_10 C_19 C_23,0-8-1
7945,C_00 C_08 C_20 C_21,1-8-0
7946,C_00 C_08 C_23 C_25,0-8-3
7947,C_06 C_08 C_16 C_24,1-5-1
7948,C_10 C_11 C_19 C_25,0-5-0
7949,C_10 C_15 C_26 C_28,0-7-0
7950,C_03 C_05 C_16 C_25,1-8-4
7951,C_01 C_10 C_11 C_19,0-5-3
7952,C_07 C_10 C_17 C_29,0-2-3
7953,C_04 C_09 C_25 C_26,1-5-2
7954,C_02 C_04 C_13 C_17,0-8-4
7955,C_04 C_05 C_20 C_25,0-8-0
7956,C_01 C_23 C_24 C_25,0-8-1
7957,C_03 C_15 C_20 C_22,1-7-3
7958,C_01 C_03 C_20 C_23,0-8-2
7959,C_00 C_10 C_11 C_22,0-7-0
7960,C_00 C_02 C_10 C_29,1-8-1
7961,C_01 C_15 C_16 C_18,1-7-3
7962,C_00 C_03 C_11 C_29,0-5-0
7963,C_05 C_16 C_19 C_21,0-8-4
7964,C_01 C_02 C_23 C_27,0-8-0
7965,C_10 C_13 C_14 C_20,1-9-0
7966,C_03 C_06 C_09 C_21,0-8-1
7967,C_07 C_18 C_20 C_24,1-7-4
7968,C_20 C_26 C_27 C_29,1-4-0
7969,C_06 C_12 C_26 C_29,0-3-3
7970,C_12 C_17 C_19 C_24,0-5-4
7971,C_00 C_01 C_04 C_09,0-3-1
7972,C_00 C_03 C_18 C_26,1-7-0
7973,C_04 C_15 C_18 C_28,0-7-4
7974,C_08 C_14 C_15 C_19,0-9-1
7975,C_00 C_06 C_10 C_13,1-6-3
7976,C_10 C_15 C_19 C_27,1-5-3
7977,C_06 C_07 C_19 C_22,0-7-4
7978,C_08 C_09 C_20 C_25,1-5-2
7979,C_03 C_18 C_22 C_27,1-7-3
7980,C_06 C_14 C_25 C_29,1-9-4
7981,C_08 C_20 C_24 C_29,1-5-4
7982,C_08 C_15 C_20 C_21,1-8-3
7983,C_19 C_21 C_25 C_26,1-8-2
7984,C_09 C_11 C_24 C_29,0-5-1
7985,C_05 C_08 C_09 C_23,0-8-1
7986,C_05 C_16 C_21 C_29,1-8-3
7987,C_07 C_16 C_20 C_23,0-8-2
7988,C_07 C_17 C_19 C_26,0-5-2
7989,C_04 C_05 C_10 C_26,1-8-1
7990,C_02 C_04 C_05 C_13,0-8-2
7991,C_00 C_01 C_08 C_25,1-5-3
7992,C_01 C_19 C_20 C_22,0-7-1
7993,C_04 C_06 C_21 C_24,0-8-1
7994,C_15 C_17 C_20 C_23,1-8-4
7995,C_05 C_17 C_21 C_29,1-8-1
7996,C_06 C_10 C_12 C_21,0-8-0
7997,C_02 C_10 C_20 C_29,1-8-4
7998,C_01 C_15 C_16 C_28,1-7-2
7999,C_02 C_09 C_13 C_14,1-9-4
8000,C_00 C_05 C_06 C_08,0-8-3
8001,C_01 C_12 C_17 C_19,1-5-4
8002,C_07 C_10 C_21 C_25,1-8-3
8003,C_02 C_20 C_22 C_27,1-8-1
8004,C_08 C_09 C_10 C_15,1-5-2
8005,C_05 C_08 C_20 C_24,0-8-4
8006,C_07 C_17 C_25 C_26,0-5-3
8007,C_05 C_15 C_21 C_27,1-8-0
8008,C_00 C_09 C_11 C_14,1-9-3
8009,C_08 C_11 C_15 C_28,0-7-0
8010,C_11 C_15 C_24 C_27,0-5-1
8011,C_08 C_09 C_14 C_16,0-9-1
8012,C_03 C_05 C_23 C_24,1-8-3
8013,C_06 C_09 C_10 C_11,1-5-0
8014,C_02 C_09 C_15 C_28,1-8-3
8015,C_01 C_02 C_20 C_22,0-8-4
8016,C_09 C_13 C_22 C_25,0-7-3
8017,C_01 C_04 C_11 C_17,0-5-2
8018,C_14 C_18 C_27 C_29,0-9-3
8019,C_05 C_08 C_23 C_28,1-8-0
8020,C_00 C_04 C_10 C_17,0-3-4
8021,C_01 C_05 C_11 C_29,1-8-0
8022,C_04 C_15 C_25 C_27,1-5-2
8023,C_06 C_07 C_13 C_22,0-7-2
8024,C_13 C_16 C_17 C_27,1-6-1
8025,C_03 C_06 C_17 C_20,0-4-1
8026,C_03 C_11 C_18 C_19,0-7-1
8027,C_00 C_05 C_17 C_20,0-8-1
8028,C_03 C_06 C_11 C_20,0-5-0
8029,C_01 C_19 C_21 C_24,1-8-0
8030,C_04 C_07 C_10 C_12,0-3-3
8031,C_02 C_08 C_18 C_20,0-8-4
8032,C_10 C_12 C_13 C_26,0-6-2
8033,C_00 C_05 C_09 C_15,0-8-0
8034,C_04 C_20 C_21 C_23,1-8-3
8035,C_00 C_02 C_17 C_25,0-8-3
8036,C_08 C_15 C_17 C_24,0-5-1
8037,C_12 C_20 C_27 C_29,1-4-2
8038,C_05 C_13 C_18 C_21,1-8-4
8039,C_18 C_25 C_28 C_29,1-7-2
8040,C_01 C_05 C_20 C_26,1-8-3
8041,C_03 C_11 C_15 C_21,1-8-3
8042,C_05 C_13 C_20 C_21,0-8-2
8043,C_00 C_14 C_15 C_29,0-9-0
8044,C_04 C_15 C_17 C_26,1-3-0
8045,C_06 C_08 C_16 C_21,0-8-1
8046,C_05 C_06 C_11 C_20,1-8-1
8047,C_09 C_19 C_20 C_21,0-8-0
8048,C_03 C_10 C_11 C_19,1-5-2
8049,C_16 C_17 C_23 C_25,1-8-2
8050,C_01 C_06 C_15 C_27,0-3-2
8051,C_02 C_14 C_18 C_22,0-9-2
8052,C_05 C_11 C_18 C_23,0-8-1
8053,C_01 C_02 C_18 C_25,1-8-1
8054,C_00 C_12 C_14 C_23,1-9-3
8055,C_03 C_07 C_28 C_29,0-7-3
8056,C_00 C_04 C_15 C_23,1-8-4
8057,C_02 C_13 C_17 C_24,1-8-4
8058,C_04 C_16 C_17 C_20,0-4-4
8059,C_06 C_17 C_18 C_27,1-7-1
8060,C_01 C_11 C_13 C_24,1-6-4
8061,C_08 C_13 C_19 C_26,0-6-0
8062,C_02 C_03 C_11 C_22,1-8-0
8063,C_05 C_08 C_16 C_21,1-8-4
8064,C_08 C_12 C_18 C_27,0-7-0
8065,C_10 C_13 C_18 C_21,1-8-1
8066,C_06 C_09 C_24 C_26,1-3-2
8067,C_01 C_11 C_23 C_28,0-8-0
8068,C_12 C_16 C_17 C_23,0-8-2
8069,C_03 C_10 C_18 C_19,0-7-2
8070,C_04 C_09 C_22 C_23,1-8-2
8071,C_00 C_07 C_12 C_13,0-6-1
8072,C_02 C_20 C_23 C_28,0-8-2
8073,C_08 C_17 C_23 C_27,1-8-4
8074,C_05 C_16 C_20 C_27,1-8-4
8075,C_03 C_06 C_20 C_27,1-4-1
8076,C_15 C_18 C_19 C_26,0-7-0
8077,C_20 C_21 C_25 C_26,1-8-0
8078,C_00 C_07 C_11 C_24,0-5-1
8079,C_00 C_06 C_16 C_24,0-4-1
8080,C_12 C_16 C_17 C_28,0-7-2
8081,C_06 C_16 C_21 C_28,0-8-0
8082,C_07 C_09 C_26 C_29,1-3-0
8083,C_05 C_21 C_23 C_27,0-8-1
8084,C_04 C_09 C_21 C_26,1-8-0
8085,C_19 C_20 C_24 C_27,0-5-1
8086,C_01 C_03 C_17 C_19,1-5-1
8087,C_02 C_05 C_24 C_27,0-8-0
8088,C_17 C_19 C_25 C_28,1-7-4
8089,C_12 C_21 C_27 C_28,1-8-3
8090,C_01 C_07 C_08 C_22,0-7-2
8091,C_08 C_15 C_20 C_22,1-7-0
8092,C_22 C_23 C_24 C_27,1-8-3
8093,C_00 C_01 C_05 C_06,1-8-2
8094,C_05 C_08 C_18 C_23,1-8-1
8095,C_01 C_16 C_17 C_25,0-5-2
8096,C_03 C_21 C_25 C_27,0-8-2
8097,C_04 C_23 C_25 C_28,0-8-1
8098,C_13 C_21 C_24 C_29,0-8-3
8099,C_00 C_07 C_14 C_15,0-9-0
8100,C_08 C_23 C_25 C_27,1-8-4
8101,C_16 C_19 C_24 C_26,0-5-4
8102,C_00 C_01 C_13 C_14,1-9-0
8103,C_04 C_13 C_22 C_26,1-7-0
8104,C_06 C_18 C_25 C_28,1-7-4
8105,C_05 C_09 C_28 C_29,0-8-0
8106,C_04 C_08 C_10 C_15,1-5-1
8107,C_06 C_08 C_18 C_20,1-7-2
8108,C_00 C_02 C_13 C_21,0-8-3
8109,C_02 C_04 C_05 C_06,1-8-0
8110,C_01 C_11 C_13 C_18,1-7-0
8111,C_06 C_20 C_26 C_28,1-7-0
8112,C_08 C_12 C_22 C_27,1-7-1
8113,C_12 C_18 C_20 C_22,0-7-3
8114,C_10 C_14 C_16 C_28,0-9-1
8115,C_07 C_09 C_27 C_28,1-7-2
8116,C_19 C_22 C_25 C_29,1-7-4
8117,C_11 C_15 C_25 C_28,1-7-1
8118,C_00 C_05 C_11 C_24,1-8-1
8119,C_14 C_17 C_20 C_28,0-9-1
8120,C_08 C_11 C_27 C_29,1-5-3
8121,C_01 C_10 C_11 C_21,0-8-2
8122,C_03 C_05 C_08 C_11,0-8-0
8123,C_01 C_08 C_09 C_16,1-5-0
8124,C_20 C_24 C_25 C_27,0-5-2
8125,C_00 C_22 C_24 C_27,0-7-4
8126,C_02 C_06 C_16 C_27,0-8-1
8127,C_08 C_09 C_14 C_20,0-9-1
8128,C_01 C_15 C_19 C_24,1-5-4
8129,C_11 C_16 C_20 C_26,1-5-3
8130,C_03 C_06 C_17 C_29,1-3-2
8131,C_05 C_11 C_21 C_24,1-8-0
8132,C_04 C_08 C_16 C_18,0-7-0
8133,C_05 C_07 C_13 C_19,1-8-4
8134,C_13 C_16 C_19 C_26,1-6-3
8135,C_04 C_09 C_22 C_25,0-7-4
8136,C_04 C_13 C_14 C_24,0-9-4
8137,C_00 C_01 C_16 C_24,1-4-4
8138,C_00 C_01 C_14 C_20,1-9-0
8139,C_00 C_04 C_10 C_11,0-5-3
8140,C_04 C_10 C_12 C_13,1-6-2
8141,C_11 C_17 C_22 C_26,1-7-4
8142,C_01 C_09 C_12 C_13,1-6-1
8143,C_16 C_19 C_21 C_27,1-8-1
8144,C_02 C_09 C_10 C_16,0-8-0
8145,C_06 C_08 C_19 C_28,1-7-3
8146,C_02 C_04 C_17 C_21,0-8-0
8147,C_02 C_21 C_24 C_26,0-8-3
8148,C_13 C_14 C_24 C_26,1-9-4
8149,C_01 C_11 C_18 C_22,1-7-3
8150,C_12 C_15 C_20 C_27,0-4-1
8151,C_03 C_06 C_17 C_24,1-3-2
8152,C_13 C_16 C_18 C_22,1-7-0
8153,C_12 C_22 C_23 C_27,1-8-0
8154,C_04 C_06 C_24 C_29,1-3-1
8155,C_01 C_05 C_13 C_21,0-8-3
8156,C_00 C_06 C_08 C_22,0-7-0
8157,C_00 C_01 C_05 C_27,1-8-2
8158,C_01 C_20 C_21 C_23,1-8-3
8159,C_04 C_06 C_12 C_28,1-7-3
8160,C_01 C_10 C_14 C_16,1-9-1
8161,C_06 C_09 C_15 C_16,1-4-0
8162,C_04 C_06 C_10 C_13,1-6-2
8163,C_00 C_02 C_03 C_20,1-8-2
8164,C_07 C_16 C_19 C_26,0-5-4
8165,C_06 C_10 C_12 C_18,1-7-1
8166,C_00 C_01 C_12 C_17,1-3-4
8167,C_01 C_11 C_14 C_23,0-9-1
8168,C_04 C_06 C_14 C_20,0-9-1
8169,C_09 C_16 C_28 C_29,0-7-4
8170,C_02 C_10 C_12 C_14,0-9-3
8171,C_00 C_04 C_05 C_09,0-8-1
8172,C_11 C_15 C_18 C_23,0-8-0
8173,C_01 C_09 C_20 C_29,1-4-4
8174,C_01 C_05 C_12 C_17,1-8-3
8175,C_04 C_11 C_12 C_19,1-5-3
8176,C_03 C_06 C_16 C_24,1-4-4
8177,C_05 C_09 C_18 C_26,0-8-1
8178,C_02 C_15 C_24 C_28,0-8-2
8179,C_02 C_03 C_19 C_21,1-8-3
8180,C_08 C_09 C_11 C_20,1-5-1
8181,C_02 C_19 C_23 C_25,1-8-1
8182,C_03 C_08 C_10 C_18,1-7-2
8183,C_01 C_05 C_13 C_28,1-8-3
8184,C_01 C_07 C_09 C_20,1-4-4
8185,C_10 C_11 C_19 C_29,1-5-3
8186,C_13 C_23 C_27 C_29,1-8-0
8187,C_00 C_03 C_12 C_21,0-8-1
8188,C_00 C_10 C_17 C_28,1-7-4
8189,C_15 C_20 C_24 C_29,0-4-2
8190,C_05 C_06 C_13 C_23,0-8-0
8191,C_14 C_17 C_20 C_25,1-9-3
8192,C_12 C_14 C_21 C_23,1-9-2
8193,C_00 C_01 C_05 C_14,1-9-1
8194,C_00 C_02 C_07 C_19,1-8-0
8195,C_01 C_09 C_21 C_24,1-8-0
8196,C_00 C_10 C_14 C_20,1-9-2
8197,C_07 C_11 C_13 C_21,1-8-4
8198,C_05 C_11 C_18 C_22,1-8-3
8199,C_05 C_09 C_14 C_29,0-9-1
8200,C_15 C_16 C_22 C_26,1-7-4
8201,C_09 C_17 C_28 C_29,0-7-2
8202,C_06 C_09 C_15 C_23,0-8-1
8203,C_03 C_05 C_14 C_28,1-9-4
8204,C_07 C_12 C_16 C_23,1-8-0
8205,C_02 C_03 C_09 C_19,1-8-4
8206,C_01 C_13 C_24 C_26,0-6-3
8207,C_01 C_07 C_20 C_29,0-4-3
8208,C_06 C_14 C_16 C_23,1-9-1
8209,C_00 C_01 C_10 C_17,0-3-4
8210,C_04 C_06 C_26 C_29,1-3-1
8211,C_02 C_15 C_17 C_25,0-8-1
8212,C_00 C_02 C_05 C_19,0-8-0
8213,C_14 C_21 C_27 C_28,1-9-2
8214,C_01 C_06 C_11 C_13,1-6-1
8215,C_08 C_10 C_12 C_17,0-5-1
8216,C_13 C_20 C_21 C_27,1-8-4
8217,C_05 C_08 C_13 C_27,0-8-1
8218,C_00 C_01 C_08 C_18,0-7-2
8219,C_06 C_08 C_09 C_14,1-9-4
8220,C_10 C_11 C_21 C_24,1-8-2
8221,C_20 C_21 C_25 C_27,1-8-2
8222,C_09 C_10 C_12 C_18,0-7-0
8223,C_11 C_16 C_18 C_27,0-7-2
8224,C_03 C_07 C_10 C_29,1-2-0
8225,C_10 C_14 C_17 C_27,0-9-1
8226,C_00 C_07 C_09 C_19,1-5-2
8227,C_07 C_12 C_22 C_24,1-7-3
8228,C_00 C_01 C_12 C_13,1-6-1
8229,C_01 C_17 C_20 C_25,0-5-2
8230,C_01 C_03 C_05 C_17,1-8-0
8231,C_08 C_09 C_15 C_17,1-5-2
8232,C_08 C_14 C_16 C_20,0-9-4
8233,C_14 C_19 C_20 C_22,1-9-2
8234,C_12 C_21 C_28 C_29,1-8-1
8235,C_00 C_01 C_15 C_21,0-8-4
8236,C_00 C_01 C_05 C_07,1-8-0
8237,C_09 C_12 C_15 C_19,1-5-2
8238,C_05 C_22 C_25 C_26,1-8-3
8239,C_14 C_25 C_28 C_29,1-9-2
8240,C_04 C_16 C_20 C_21,0-8-2
8241,C_02 C_04 C_27 C_29,0-8-0
8242,C_13 C_17 C_27 C_28,0-7-2
8243,C_14 C_15 C_16 C_23,0-9-3
8244,C_13 C_17 C_21 C_27,1-8-2
8245,C_18 C_20 C_22 C_26,0-7-1
8246,C_00 C_12 C_22 C_26,0-7-4
8247,C_04 C_13 C_17 C_18,1-7-1
8248,C_00 C_02 C_04 C_11,0-8-0
8249,C_11 C_15 C_19 C_20,0-5-4
8250,C_00 C_24 C_26 C_28,1-7-0
8251,C_10 C_15 C_19 C_20,0-5-0
8252,C_20 C_22 C_24 C_27,0-7-2
8253,C_13 C_17 C_18 C_25,1-7-3
8254,C_01 C_10 C_25 C_26,1-5-3
8255,C_02 C_13 C_16 C_17,0-8-3
8256,C_00 C_04 C_08 C_15,1-5-0
8257,C_02 C_06 C_17 C_28,0-8-2
8258,C_12 C_13 C_17 C_23,0-8-2
8259,C_01 C_08 C_19 C_26,0-5-1
8260,C_02 C_04 C_05 C_14,1-9-4
8261,C_17 C_19 C_24 C_29,0-5-2
8262,C_01 C_08 C_09 C_25,1-5-3
8263,C_03 C_07 C_12 C_15,1-1-4
8264,C_03 C_05 C_07 C_11,0-8-4
8265,C_03 C_11 C_20 C_29,0-5-3
8266,C_08 C_11 C_15 C_23,0-8-0
8267,C_05 C_07 C_13 C_17,1-8-0
8268,C_00 C_06 C_16 C_19,1-5-2
8269,C_04 C_07 C_12 C_24,1-3-1
8270,C_01 C_07 C_20 C_24,0-4-3
8271,C_01 C_20 C_24 C_25,1-5-0
8272,C_16 C_17 C_23 C_28,0-8-0
8273,C_03 C_08 C_12 C_13,1-6-0
8274,C_00 C_08 C_16 C_20,1-5-4
8275,C_07 C_17 C_18 C_27,1-7-4
8276,C_00 C_02 C_07 C_27,0-8-1
8277,C_02 C_12 C_15 C_26,0-8-4
8278,C_07 C_18 C_20 C_25,0-7-1
8279,C_01 C_14 C_28 C_29,1-9-0
8280,C_10 C_21 C_27 C_29,0-8-3
8281,C_00 C_07 C_23 C_28,1-8-0
8282,C_04 C_14 C_18 C_23,1-9-1
8283,C_06 C_11 C_17 C_28,0-7-4
8284,C_03 C_10 C_11 C_25,1-5-3
8285,C_01 C_10 C_21 C_25,0-8-3
8286,C_04 C_11 C_13 C_15,0-6-3
8287,C_04 C_14 C_17 C_24,0-9-2
8288,C_06 C_09 C_16 C_18,0-7-2
8289,C_04 C_13 C_18 C_26,0-7-4
8290,C_01 C_06 C_18 C_20,0-7-1
8291,C_02 C_21 C_25 C_26,1-8-0
8292,C_07 C_18 C_20 C_23,1-8-4
8293,C_04 C_06 C_20 C_24,0-4-0
8294,C_03 C_06 C_24 C_29,0-3-0
8295,C_05 C_12 C_20 C_28,0-8-0
8296,C_06 C_16 C_17 C_18,0-7-3
8297,C_04 C_10 C_12 C_14,0-9-4
8298,C_00 C_06 C_12 C_29,1-3-4
8299,C_03 C_13 C_16 C_20,1-6-0
8300,C_00 C_10 C_12 C_27,0-3-1
8301,C_03 C_07 C_08 C_26,0-5-4
8302,C_07 C_16 C_17 C_20,1-4-4
8303,C_01 C_17 C_24 C_25,1-5-3
8304,C_02 C_08 C_20 C_21,1-8-3
8305,C_06 C_09 C_16 C_20,1-4-0
8306,C_02 C_06 C_07 C_12,1-8-2
8307,C_04 C_13 C_21 C_28,1-8-3
8308,C_02 C_03 C_05 C_21,1-8-2
8309,C_08 C_15 C_28 C_29,1-7-4
8310,C_03 C_11 C_16 C_17,1-5-0
8311,C_00 C_04 C_05 C_29,1-8-0
8312,C_04 C_11 C_22 C_24,1-7-2
8313,C_00 C_17 C_18 C_27,0-7-0
8314,C_03 C_05 C_06 C_18,1-8-1
8315,C_07 C_15 C_20 C_21,1-8-2
8316,C_01 C_02 C_11 C_14,1-9-0
8317,C_01 C_04 C_09 C_26,1-3-0
8318,C_17 C_21 C_22 C_24,1-8-3
8319,C_05 C_08 C_17 C_26,0-8-2
8320,C_07 C_13 C_19 C_21,1-8-4
8321,C_16 C_17 C_24 C_27,0-4-2
8322,C_01 C_03 C_09 C_20,1-4-3
8323,C_00 C_02 C_23 C_25,1-8-1
8324,C_03 C_13 C_14 C_15,0-9-2
8325,C_01 C_09 C_26 C_28,0-7-0
8326,C_15 C_20 C_23 C_25,1-8-4
8327,C_04 C_18 C_20 C_26,0-7-4
8328,C_09 C_12 C_13 C_27,0-6-3
8329,C_05 C_06 C_22 C_29,0-8-3
8330,C_04 C_13 C_21 C_22,0-8-0
8331,C_01 C_02 C_08 C_22,1-8-1
8332,C_02 C_09 C_17 C_18,1-8-2
8333,C_03 C_12 C_16 C_26,1-4-4
8334,C_00 C_06 C_07 C_13,0-6-1
8335,C_10 C_14 C_18 C_21,0-9-3
8336,C_00 C_02 C_05 C_13,0-8-3
8337,C_01 C_15 C_19 C_23,1-8-4
8338,C_09 C_12 C_16 C_17,1-4-3
8339,C_09 C_14 C_23 C_25,0-9-3
8340,C_00 C_01 C_23 C_24,0-8-0
8341,C_02 C_08 C_16 C_22,1-8-0
8342,C_00 C_19 C_21 C_25,0-8-3
8343,C_09 C_15 C_20 C_22,0-7-0
8344,C_08 C_10 C_17 C_22,1-7-1
8345,C_04 C_17 C_26 C_29,0-3-1
8346,C_07 C_17 C_21 C_23,0-8-1
8347,C_08 C_20 C_21 C_29,0-8-4
8348,C_00 C_05 C_10 C_29,1-8-2
8349,C_05 C_14 C_15 C_21,1-9-4
8350,C_11 C_14 C_23 C_26,1-9-1
8351,C_17 C_18 C_25 C_26,0-7-4
8352,C_07 C_09 C_14 C_17,0-9-3
8353,C_07 C_12 C_14 C_25,1-9-4
8354,C_00 C_12 C_15 C_25,1-5-3
8355,C_18 C_19 C_20 C_22,1-7-2
8356,C_00 C_02 C_10 C_11,0-8-2
8357,C_06 C_12 C_16 C_25,0-5-4
8358,C_05 C_10 C_18 C_29,0-8-2
8359,C_02 C_08 C_11 C_18,0-8-1
8360,C_07 C_10 C_21 C_26,0-8-1
8361,C_00 C_02 C_13 C_14,1-9-4
8362,C_11 C_17 C_18 C_20,1-7-2
8363,C_05 C_08 C_14 C_18,1-9-2
8364,C_12 C_15 C_18 C_29,1-7-1
8365,C_02 C_03 C_24 C_26,1-8-2
8366,C_10 C_26 C_27 C_29,1-3-3
8367,C_06 C_12 C_14 C_28,0-9-4
8368,C_01 C_15 C_16 C_27,1-4-4
8369,C_00 C_05 C_13 C_17,0-8-1
8370,C_01 C_03 C_15 C_23,0-8-2
8371,C_07 C_15 C_16 C_18,0-7-3
8372,C_06 C_07 C_14 C_28,0-9-2
8373,C_07 C_08 C_23 C_27,0-8-2
8374,C_01 C_14 C_18 C_24,1-9-1
8375,C_10 C_13 C_22 C_24,1-7-2
8376,C_06 C_07 C_24 C_28,0-7-1
8377,C_03 C_16 C_21 C_22,1-8-4
8378,C_04 C_05 C_14 C_25,1-9-2
8379,C_01 C_03 C_09 C_11,1-5-0
8380,C_00 C_05 C_10 C_26,1-8-2
8381,C_02 C_03 C_23 C_29,1-8-2
8382,C_02 C_11 C_15 C_23,1-8-3
8383,C_01 C_08 C_18 C_26,1-7-1
8384,C_06 C_08 C_15 C_28,1-7-1
8385,C_05 C_08 C_09 C_17,1-8-3
8386,C_01 C_02 C_07 C_19,1-8-4
8387,C_08 C_16 C_22 C_26,0-7-1
8388,C_06 C_18 C_19 C_26,1-7-3
8389,C_09 C_14 C_19 C_25,1-9-4
8390,C_04 C_19 C_23 C_28,0-8-0
8391,C_00 C_06 C_16 C_23,0-8-1
8392,C_00 C_15 C_23 C_26,0-8-4
8393,C_01 C_06 C_10 C_25,1-5-0
8394,C_06 C_12 C_23 C_27,0-8-0
8395,C_07 C_08 C_15 C_27,1-5-1
8396,C_03 C_12 C_19 C_20,0-5-0
8397,C_01 C_07 C_11 C_18,0-7-1
8398,C_00 C_13 C_16 C_21,0-8-3
8399,C_11 C_12 C_16 C_19,1-5-2
8400,C_04 C_08 C_15 C_26,0-5-4
8401,C_04 C_12 C_20 C_23,0-8-0
8402,C_05 C_10 C_13 C_16,0-8-4
8403,C_12 C_13 C_18 C_28,1-7-1
8404,C_03 C_04 C_05 C_21,1-8-3
8405,C_02 C_13 C_14 C_18,0-9-4
8406,C_08 C_14 C_25 C_26,1-9-3
8407,C_07 C_16 C_20 C_27,0-4-4
8408,C_10 C_15 C_24 C_28,0-7-0
8409,C_03 C_05 C_12 C_17,0-8-2
8410,C_14 C_17 C_23 C_28,1-9-2
8411,C_00 C_03 C_09 C_28,0-7-0
8412,C_00 C_04 C_06 C_09,1-3-3
8413,C_02 C_12 C_14 C_15,0-9-0
8414,C_00 C_13 C_15 C_28,1-7-3
8415,C_02 C_20 C_21 C_22,0-8-4
8416,C_01 C_19 C_22 C_26,1-7-2
8417,C_01 C_07 C_22 C_23,0-8-1
8418,C_02 C_13 C_17 C_26,1-8-4
8419,C_01 C_11 C_17 C_18,1-7-3
8420,C_00 C_11 C_15 C_21,0-8-0
8421,C_04 C_15 C_20 C_27,1-4-4
8422,C_00 C_04 C_09 C_20,0-4-0
8423,C_05 C_10 C_19 C_27,1-8-4
8424,C_05 C_11 C_12 C_29,0-8-2
8425,C_00 C_08 C_12 C_23,1-8-3
8426,C_04 C_08 C_17 C_25,1-5-4
